@Relation anxiety

@Attribute gsr NUMERIC
@Attribute tempe NUMERIC
@Attribute hr NUMERIC
@Attribute hrv NUMERIC
@Attribute anxiety NUMERIC

@DATA
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 30
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
360.00, 35.45, 93.00, 332.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
366.00, 35.35, 93.00, 435.00, 20
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
372.00, 35.40, 93.00, 743.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
376.00, 35.45, 93.00, 739.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 30
379.00, 35.55, 93.00, 738.00, 40
379.00, 35.55, 93.00, 738.00, 40
379.00, 35.55, 93.00, 738.00, 40
379.00, 35.55, 93.00, 738.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
381.00, 35.40, 93.00, 743.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 40
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
384.00, 35.40, 93.00, 741.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 50
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
385.00, 35.64, 93.00, 709.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
386.00, 35.64, 93.00, 712.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
388.00, 35.60, 93.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
389.00, 35.16, 85.00, 737.00, 30
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 20
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
285.00, 33.01, 84.00, 745.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
296.00, 33.06, 84.00, 754.00, 30
